input_doi,openalex_id,openalex_doi,doi_exact_match,title,publication_year,oa_is_oa,oa_status,oa_license,has_pdf,has_grobid_xml,has_fulltext,pdf_url,grobid_xml_url,status
10.1111/jfd.13522,https://openalex.org/W3193508106,10.1111/jfd.13522,TRUE,Mortality patterns during the freshwater production phase of salmonids in Norway,2021,TRUE,hybrid,cc-by,TRUE,FALSE,FALSE,https://content.openalex.org/works/W3193508106.pdf,NA,matched
10.1136/vr.163.4.111,https://openalex.org/W2127607900,10.1136/vr.163.4.111,TRUE,Effects of well‐boat transportation on the muscle pH and onset of rigor mortis in Atlantic salmon,2008,TRUE,green,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1136/vr.c71,https://openalex.org/W2060601886,10.1136/vr.c71,TRUE,"Muscle pH, rigor mortis and blood variables in Atlantic salmon transported in two types of well‐boat",2010,TRUE,green,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.4067/s0301-732x2010000100010,https://openalex.org/W1970501445,10.4067/s0301-732x2010000100010,TRUE,Effects of commercial live transportation and preslaughter handling of Atlantic salmon on blood constituents,2010,TRUE,diamond,cc-by-nc,TRUE,TRUE,TRUE,https://content.openalex.org/works/W1970501445.pdf,https://content.openalex.org/works/W1970501445.grobid-xml,matched
10.3354/aei00448,https://openalex.org/W4312492616,10.3354/aei00448,TRUE,Mussel farming production capacity and food web interactions in a mesotrophic environment,2022,TRUE,gold,cc-by,FALSE,FALSE,TRUE,NA,NA,matched
10.1080/15222055.2013.811134,https://openalex.org/W2074493630,10.1080/15222055.2013.811134,TRUE,Sparing Fish Oil with Beef Tallow in Feeds for Rainbow Trout: Effects of Inclusion Rates and Finishing on Production Performance and Tissue Fatty Acid Composition,2013,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1139/f91-055,https://openalex.org/W2018409055,10.1139/f91-055,TRUE,Large-Scale Escapes of Farmed Atlantic Salmon (Salmo salar) into Norwegian Rivers Threaten Natural Populations,1991,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1002/aah.10205,https://openalex.org/W4390063277,10.1002/aah.10205,TRUE,Description of spatiotemporal patterns of infectious salmon anemia virus (ISAV) detections in marine Atlantic Salmon farms in Newfoundland and Labrador,2023,TRUE,hybrid,cc-by-nc,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4390063277.pdf,https://content.openalex.org/works/W4390063277.grobid-xml,matched
10.1016/j.prevetmed.2018.09.001,https://openalex.org/W2890133965,10.1016/j.prevetmed.2018.09.001,TRUE,Connectivity-based risk ranking of infectious salmon anaemia virus (ISAv) outbreaks for targeted surveillance planning in Canada and the USA,2018,TRUE,green,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2890133965.pdf,https://content.openalex.org/works/W2890133965.grobid-xml,matched
10.1111/jfd.12569,https://openalex.org/W2557041881,10.1111/jfd.12569,TRUE,"Evaluating bath treatment effectiveness in the control of sea lice burdens on Atlantic salmon in New Brunswick, Canada",2016,TRUE,green,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2557041881.pdf,https://content.openalex.org/works/W2557041881.grobid-xml,matched
10.1111/j.1365-2109.1995.tb00939.x,https://openalex.org/W2087707574,10.1111/j.1365-2109.1995.tb00939.x,TRUE,"Influence of improved feed quality and food conversion ratios on phosphorus loadings from cage culture of rainbow trout, Oncorhynchus rnykiss (Walbaum), in freshwater lakes",1995,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.15853/2072-8212.2018.48.19-30,https://openalex.org/W2806053655,10.15853/2072-8212.2018.48.19-30,TRUE,Current state of the health of pacific salmon (Oncorhynchus) in the aquaculture of Kamchatka,2018,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2806053655.pdf,https://content.openalex.org/works/W2806053655.grobid-xml,matched
10.1136/vr.112.5.101,https://openalex.org/W2087187129,10.1136/vr.112.5.101,TRUE,"Management, nutrition and housing of farmed fish",1983,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1186/s40850-021-00086-6,https://openalex.org/W4245882811,10.1186/s40850-021-00086-6,TRUE,Effects of constant and diel cyclic temperatures on the liver and intestinal phospholipid fatty acid composition in rainbow trout Oncorhynchus mykiss during seawater acclimation,2021,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4245882811.pdf,https://content.openalex.org/works/W4245882811.grobid-xml,matched
10.1016/j.chemosphere.2017.07.108,https://openalex.org/W2737696116,10.1016/j.chemosphere.2017.07.108,TRUE,Lethal and sub-lethal effects of commonly used anti-sea lice formulations on non-target crab Metacarcinus edwardsii larvae,2017,TRUE,green,cc-by-nc-nd,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.biortech.2003.10.024,https://openalex.org/W2061324844,10.1016/j.biortech.2003.10.024,TRUE,Mesophilic anaerobic treatment of sludge from saline fish farm effluents with biogas production,2004,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1080/00222930500060397,https://openalex.org/W2080348553,10.1080/00222930500060397,TRUE,"Two new species ofBulbamphiascusLang (Copepoda: Harpacticoida: Diosaccidae) from Scotland and the Isles of Scilly, with additional observations onB. denticulatus(Thompson)",2005,TRUE,green,cc-by,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.jchromb.2006.04.039,https://openalex.org/W2046084802,10.1016/j.jchromb.2006.04.039,TRUE,"Multiresidue determination of sulfonamides in edible catfish, shrimp and salmon tissues by high-performance liquid chromatography with postcolumn derivatization and fluorescence detection",2006,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.ijpara.2019.06.003,https://openalex.org/W2973196228,10.1016/j.ijpara.2019.06.003,TRUE,Snorkel sea-cage technology decreases salmon louse infestation by 75% in a full-cycle commercial test,2019,TRUE,hybrid,cc-by-nc-nd,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2973196228.pdf,https://content.openalex.org/works/W2973196228.grobid-xml,matched
10.1016/j.aquaculture.2020.735623,https://openalex.org/W3037149358,10.1016/j.aquaculture.2020.735623,TRUE,"Cleaner fish growth, welfare and survival in Atlantic salmon sea cages during an autumn-winter production",2020,TRUE,hybrid,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3037149358.pdf,https://content.openalex.org/works/W3037149358.grobid-xml,matched
10.1016/j.aquaculture.2021.736774,https://openalex.org/W3154395889,10.1016/j.aquaculture.2021.736774,TRUE,Tapeworm (Eubothrium sp.) infestation in sea caged Atlantic salmon decreased by lice barrier snorkels during a commercial-scale study,2021,TRUE,hybrid,cc-by-nc-nd,FALSE,FALSE,FALSE,NA,NA,matched
10.3389/fimmu.2020.576897,https://openalex.org/W3108173395,10.3389/fimmu.2020.576897,TRUE,CD10+ Cells and IgM in Pathogen Response in Lumpfish (Cyclopterus lumpus) Eye Tissues,2020,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3108173395.pdf,https://content.openalex.org/works/W3108173395.grobid-xml,matched
10.1186/1471-2164-12-314,https://openalex.org/W2121768075,10.1186/1471-2164-12-314,TRUE,Analysis of BAC-end sequences in rainbow trout: Content characterization and assessment of synteny between trout and other fish genomes,2011,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2121768075.pdf,https://content.openalex.org/works/W2121768075.grobid-xml,matched
10.1111/j.1365-2109.2004.01134.x,https://openalex.org/W2028964715,10.1111/j.1365-2109.2004.01134.x,TRUE,"Effects of iodized feed on stress modulation in steelhead trout, Oncorhynchus mykiss (Walbaum)",2004,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1080/00362177785190211,https://openalex.org/W2131714974,10.1080/00362177785190211,TRUE,Protothecosis of Atlantic Salmon,1977,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.3354/aei00385,https://openalex.org/W3097287331,10.3354/aei00385,TRUE,Acclimatisation with lice-infested salmon improves cleaner fish lice consumption,2020,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3097287331.pdf,https://content.openalex.org/works/W3097287331.grobid-xml,matched
10.3354/aei00348,https://openalex.org/W2996618081,10.3354/aei00348,TRUE,Sea lice prevention strategies affect cleaner fish delousing efficacy in commercial Atlantic salmon sea cages,2019,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2996618081.pdf,https://content.openalex.org/works/W2996618081.grobid-xml,matched
10.22004/ag.econ.101053,https://openalex.org/W2099544535,10.22004/ag.econ.101053,TRUE,Stewardship and Risk: An Empirically Grounded Theory of Organic Fish Farming in Scotland,2008,TRUE,green,cc-by-nc-nd,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2099544535.pdf,https://content.openalex.org/works/W2099544535.grobid-xml,matched
10.1016/j.accfor.2004.12.002,https://openalex.org/W1987933802,10.1016/j.accfor.2004.12.002,TRUE,"Organic salmon farming: risk perceptions, decision heuristics and the absence of environmental accounting",2005,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1108/09513570810918788,https://openalex.org/W2170637204,10.1108/09513570810918788,TRUE,"Social reporting, engagements, controversies and conflict in an arena context",2008,TRUE,green,public-domain,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2170637204.pdf,https://content.openalex.org/works/W2170637204.grobid-xml,matched
10.1111/are.12259,https://openalex.org/W2020301233,10.1111/are.12259,TRUE,Invertebrate uptake of lipids in the vicinity of Atlantic salmon (Salmo salar) aquaculture sites in British Columbia,2013,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/0141-1136(92)90087-3,https://openalex.org/W2072795028,10.1016/0141-1136(92)90087-3,TRUE,Studies of a fatal pollutant-induced hyperbilirubinaemia in spawning Atlantic salmon,1992,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1007/978-0-387-09565-3_7,https://openalex.org/W54251030,10.1007/978-0-387-09565-3_7,TRUE,Restoring Atlantic Salmon (Salmo salar) to New England,2008,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1038/s41586-021-03889-2,https://openalex.org/W3194357643,10.1038/s41586-021-03889-2,TRUE,Environmental performance of blue foods,2021,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3194357643.pdf,https://content.openalex.org/works/W3194357643.grobid-xml,matched
10.2458/v24i1.20963,https://openalex.org/W2758035772,10.2458/v24i1.20963,TRUE,Petri dishes of an archipelago: the ecological rubble of the Chilean salmon farming industry,2017,TRUE,diamond,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2758035772.pdf,https://content.openalex.org/works/W2758035772.grobid-xml,matched
10.1101/2020.09.08.287052,https://openalex.org/W3084130807,10.1101/2020.09.08.287052,TRUE,Exploring genetic resistance to Infectious Salmon Anaemia Virus in Atlantic salmon by genome-wide association and RNA sequencing,2020,TRUE,green,cc-by-nc,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3084130807.pdf,https://content.openalex.org/works/W3084130807.grobid-xml,matched
10.1101/2022.03.21.485193,https://openalex.org/W4220993951,10.1101/2022.03.21.485193,TRUE,"Transcriptomic response to ISAV infection in the gills, head kidney and spleen of resistant and susceptible Atlantic salmon",2022,TRUE,green,cc-by-nc-nd,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4220993951.pdf,https://content.openalex.org/works/W4220993951.grobid-xml,matched
10.1186/s12864-023-09254-z,https://openalex.org/W4361298177,10.1186/s12864-023-09254-z,TRUE,Understanding host response to infectious salmon anaemia virus in an Atlantic salmon cell line using single-cell RNA sequencing,2023,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4361298177.pdf,https://content.openalex.org/works/W4361298177.grobid-xml,matched
10.1080/08941920500460864,https://openalex.org/W2090556116,10.1080/08941920500460864,TRUE,Listening to the Salmon People: Coastal First Nations' Objectives Regarding Salmon Aquaculture in British Columbia,2006,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.physbeh.2019.112576,https://openalex.org/W2952819126,10.1016/j.physbeh.2019.112576,TRUE,Consistent individual competitive ability in rainbow trout as a proxy for coping style and its lack of correlation with cortisol responsiveness upon acute stress,2019,TRUE,green,other-oa,FALSE,FALSE,FALSE,NA,NA,matched
10.1242/jeb.174623,https://openalex.org/W2789180832,10.1242/jeb.174623,TRUE,Stress and disease resilience differences related to emergence time for first feeding in farmed rainbow trout ( Oncorhynchus mykiss ),2018,TRUE,bronze,NA,TRUE,FALSE,FALSE,https://content.openalex.org/works/W2789180832.pdf,NA,matched
10.1016/j.aquaculture.2021.736446,https://openalex.org/W3128282106,10.1016/j.aquaculture.2021.736446,TRUE,"Early performance, stress- and disease-sensitivity in rainbow trout fry (Oncorhynchus mykiss) after total dietary replacement of fish oil with rapeseed oil. Effects of EPA and DHA supplementation",2021,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3128282106.pdf,https://content.openalex.org/works/W3128282106.grobid-xml,matched
10.3389/fnins.2017.00319,https://openalex.org/W2617622324,10.3389/fnins.2017.00319,TRUE,"Emergence Time and Skin Melanin Spot Patterns Do Not Correlate with Growth Performance, Social Competitive Ability or Stress Response in Farmed Rainbow Trout",2017,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2617622324.pdf,https://content.openalex.org/works/W2617622324.grobid-xml,matched
10.1016/j.applanim.2020.105084,https://openalex.org/W3042775329,10.1016/j.applanim.2020.105084,TRUE,Using acoustic telemetry to assess behavioral responses to acute hypoxia and ammonia exposure in farmed rainbow trout of different competitive ability,2020,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3042775329.pdf,https://content.openalex.org/works/W3042775329.grobid-xml,matched
10.1016/j.aquaculture.2011.03.017,https://openalex.org/W2025983546,10.1016/j.aquaculture.2011.03.017,TRUE,"Use of a mathematical model to describe the epidemiology of Lepeophtheirus salmonis on farmed Atlantic salmon Salmo salar in the Hardangerfjord, Norway",2011,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.cbpa.2008.12.016,https://openalex.org/W2096817036,10.1016/j.cbpa.2008.12.016,TRUE,A vegetable oil feeding history affects digestibility and intestinal fatty acid uptake in juvenile rainbow trout Oncorhynchus mykiss,2009,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2020.735928,https://openalex.org/W3084239229,10.1016/j.aquaculture.2020.735928,TRUE,Dietary supplementation of garden thyme essential oil ameliorated the deteriorative effects of aflatoxin B1 on growth performance and intestinal inflammatory status of rainbow trout (Oncorhynchus mykiss),2020,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2022.738162,https://openalex.org/W4220678304,10.1016/j.aquaculture.2022.738162,TRUE,"Beneficial effects of Persian shallot (Allium hirtifolium) extract on growth performance, biochemical, immunological and antioxidant responses of rainbow trout Oncorhynchus mykiss fingerlings",2022,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/are.14568,https://openalex.org/W3008196105,10.1111/are.14568,TRUE,Using fatty acid markers to distinguish between effects of salmon ( Salmo salar ) and halibut ( Hippoglossus hippoglossus ) farming on mackerel ( Scomber scombrus ) and whiting ( Merlangius merlangus ),2020,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2023.740210,https://openalex.org/W4387541684,10.1016/j.aquaculture.2023.740210,TRUE,Characteristics of a gill resection – Regeneration model in freshwater laboratory-reared Atlantic salmon (Salmo salar),2023,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1098/rsif.2015.0574,https://openalex.org/W2190107622,10.1098/rsif.2015.0574,TRUE,The control of sea lice in Atlantic salmon by selective breeding,2015,TRUE,hybrid,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2190107622.pdf,https://content.openalex.org/works/W2190107622.grobid-xml,matched
10.1096/fasebj.2019.33.1_supplement.544.22,https://openalex.org/W3176110492,10.1096/fasebj.2019.33.1_supplement.544.22,TRUE,Effects of High Environmental CO 2 Levels on Atlantic Salmon Post‐Smolts,2019,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.3390/hydrobiology3030015,https://openalex.org/W4401579123,10.3390/hydrobiology3030015,TRUE,A Review of Winter Ulcer Disease and Skin Ulcer Outbreaks in Atlantic Salmon (Salmo salar),2024,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4401579123.pdf,https://content.openalex.org/works/W4401579123.grobid-xml,matched
10.3390/vaccines12010070,https://openalex.org/W4390705017,10.3390/vaccines12010070,TRUE,Haemato-Immunological Response of Immunized Atlantic Salmon (Salmo salar) to Moritella viscosa Challenge and Antigens,2024,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4390705017.pdf,https://content.openalex.org/works/W4390705017.grobid-xml,matched
10.3390/microorganisms11071736,https://openalex.org/W4382982619,10.3390/microorganisms11071736,TRUE,Comparative Genomic Analysis of a Novel Vibrio sp. Isolated from an Ulcer Disease Event in Atlantic Salmon (Salmo salar),2023,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4382982619.pdf,https://content.openalex.org/works/W4382982619.grobid-xml,matched
10.1007/s10499-021-00741-2,https://openalex.org/W3173219643,10.1007/s10499-021-00741-2,TRUE,"Feeding rainbow trout, Oncorhynchus mykiss, with lemon essential oil loaded in chitosan nanoparticles: effect on growth performance, serum hemato-immunological parameters, and body composition",2021,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1023/a:1007730730655,https://openalex.org/W1599185486,10.1023/a:1007730730655,TRUE,Effects of dichlorvos and formalin on fatty acid metabolism of rainbow trout (Oncorhynchus mykiss) skin cells in primary culture,1998,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2015.04.035,https://openalex.org/W2116452994,10.1016/j.aquaculture.2015.04.035,TRUE,"Assessment of immune response and protection against bacterial coldwater disease induced by a live-attenuated vaccine delivered orally or intraperitoneally to rainbow trout, Oncorhynchus mykiss (Walbaum)",2015,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/jfd.12311,https://openalex.org/W2070745043,10.1111/jfd.12311,TRUE,"Microencapsulation of a putative probiotic Enterobacter species, C6‐6, to protect rainbow trout, Oncorhynchus mykiss (Walbaum), against bacterial coldwater disease",2014,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.vaccine.2015.12.044,https://openalex.org/W2199602683,10.1016/j.vaccine.2015.12.044,TRUE,"Oral vaccination of first-feeding Atlantic salmon, Salmo salar L., confers greater protection against yersiniosis than immersion vaccination",2015,TRUE,green,cc-by,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.hal.2023.102512,https://openalex.org/W4386780289,10.1016/j.hal.2023.102512,TRUE,The relationship between salmon (Salmo salar) farming and cell abundance of harmful algal taxa,2023,TRUE,hybrid,cc-by-nc-nd,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2012.04.027,https://openalex.org/W2093194435,10.1016/j.aquaculture.2012.04.027,TRUE,"Assessment of dietary supplementation with carvacrol or thymol containing feed additives on performance, intestinal microbiota and antioxidant status of rainbow trout (Oncorhynchus mykiss)",2012,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/jfd.12817,https://openalex.org/W2807096933,10.1111/jfd.12817,TRUE,In vivo growth and genomic characterization of rickettsia‐like organisms isolated from farmed Chinook salmon (Oncorhynchus tshawytscha) in New Zealand,2018,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1128/genomea.00503-16,https://openalex.org/W2468907449,10.1128/genomea.00503-16,TRUE,Draft Genome Sequence of a New Zealand Rickettsia-Like Organism Isolated from Farmed Chinook Salmon,2016,TRUE,diamond,cc-by,FALSE,FALSE,FALSE,NA,NA,matched
10.1128/aem.65.1.346-350.1999,https://openalex.org/W2103762229,10.1128/aem.65.1.346-350.1999,TRUE,Development of a PCR Assay for Detection of Yersinia ruckeri in Tissues of Inoculated and Naturally Infected Trout,1999,TRUE,green,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1128/jcm.43.1.526-527.2005,https://openalex.org/W2033348221,10.1128/jcm.43.1.526-527.2005,TRUE,First Identification of Streptococcus phocae Isolated from Atlantic Salmon ( Salmo salar ),2005,TRUE,green,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1046/j.1365-2761.1998.00114.x,https://openalex.org/W1511968270,10.1046/j.1365-2761.1998.00114.x,TRUE,"Infectious pancreatic necrosis virus: experimental infection of goldsinny wrasse, Ctenolabrus rupestris L. (Labridae)",1998,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1093/bioinformatics/btq673,https://openalex.org/W2096260517,10.1093/bioinformatics/btq673,TRUE,Genotype calling and mapping of multisite variants using an Atlantic salmon iSelect SNP array,2010,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/j.1365-2761.1992.tb01241.x,https://openalex.org/W2092629087,10.1111/j.1365-2761.1992.tb01241.x,TRUE,"Siderophore pattern of fish‐pathogenic Vibrio anguiliarum, Aeromonas spp. and Pseudomonas spp. from the German Baltic coast",1992,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/j.1439-0426.2010.01433.x,https://openalex.org/W2124544352,10.1111/j.1439-0426.2010.01433.x,TRUE,Inflammation as a potential risk factor for spinal deformities in farmed Atlantic salmon (Salmo salarL.),2010,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1093/icesjms/fsy072,https://openalex.org/W2810369720,10.1093/icesjms/fsy072,TRUE,Identification of the farm of origin of Atlantic salmon smolt escapees in a freshwater Scottish loch using single-nucleotide polymorphic markers,2018,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2810369720.pdf,https://content.openalex.org/works/W2810369720.grobid-xml,matched
10.1016/j.icesjms.2005.07.001,https://openalex.org/W2119556052,10.1016/j.icesjms.2005.07.001,TRUE,"Novel DNA markers for rapid, accurate, and cost-effective discrimination of the continental origin of Atlantic salmon (Salmo salar L.)",2005,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.3354/dao071119,https://openalex.org/W2071290870,10.3354/dao071119,TRUE,Identification of genetic markers associated with Gyrodactylus salaris resistance in Atlantic salmon Salmo salar,2006,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2071290870.pdf,https://content.openalex.org/works/W2071290870.grobid-xml,matched
10.1038/nbt0785-643,https://openalex.org/W2009372397,10.1038/nbt0785-643,TRUE,Recombinant Chicken and Bovine Growth Hormones Accelerate Growth in Aquacultured Juvenile Pacific Salmon Oncorhynchus kisutch,1985,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.3354/ab00006,https://openalex.org/W2319842593,10.3354/ab00006,TRUE,Dispersal of sea louse larvae from salmon farms: modelling the influence of environmental conditions and larval behaviour,2007,TRUE,bronze,NA,TRUE,TRUE,TRUE,https://content.openalex.org/works/W2319842593.pdf,https://content.openalex.org/works/W2319842593.grobid-xml,matched
10.1155/2023/5542117,https://openalex.org/W4389775119,10.1155/2023/5542117,TRUE,A Comparative Analysis of the Nutritional Quality of Salmon Species in Canada among Different Production Methods and Regions,2023,TRUE,gold,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4389775119.pdf,https://content.openalex.org/works/W4389775119.grobid-xml,matched
10.1007/s11160-022-09714-x,https://openalex.org/W4280504261,10.1007/s11160-022-09714-x,TRUE,"A review of marine stressors impacting Atlantic salmon Salmo salar, with an assessment of the major threats to English stocks",2022,TRUE,hybrid,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4280504261.pdf,https://content.openalex.org/works/W4280504261.grobid-xml,matched
10.1007/s10806-010-9237-7,https://openalex.org/W2003242786,10.1007/s10806-010-9237-7,TRUE,Perspectives on Salmon Feed: A Deliberative Assessment of Several Alternative Feed Resources,2010,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1080/10807030701456643,https://openalex.org/W2072563535,10.1080/10807030701456643,TRUE,"Issues Related to Chemical Analysis, Data Reporting, and Use: Implications for Human Health Risk Assessment of PCBs and PBDEs in Fish Tissue",2007,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.vetimm.2008.01.037,https://openalex.org/W2037465127,10.1016/j.vetimm.2008.01.037,TRUE,Effects of Ergosan on the expression of cytokine genes in the liver of juvenile rainbow trout (Oncorhynchus mykiss) exposed to enteric red mouth vaccine,2008,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1007/s11259-005-0065-6,https://openalex.org/W2018945880,10.1007/s11259-005-0065-6,TRUE,"New HPLC and GC–MS Methods for the Investigation of Cypermethrin in Edible Portions of Fish: Development, Validation and Comparison",2005,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.33997/j.afs.2024.37.3.002,https://openalex.org/W4403378068,10.33997/j.afs.2024.37.3.002,TRUE,Performance Evaluation of Hydroponic Grow-Outs in An Innovative Coldwater Aquaponic System Featuring Rainbow Trout and Lettuce,2024,TRUE,diamond,cc-by-nc,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.aquaculture.2015.05.022,https://openalex.org/W792667454,10.1016/j.aquaculture.2015.05.022,TRUE,Dietary micronutrients and in vivo n − 3 LC-PUFA biosynthesis in Atlantic salmon,2015,TRUE,green,cc-by,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/jfd.12742,https://openalex.org/W2770414676,10.1111/jfd.12742,TRUE,Statistical modelling of sea lice count data from salmon farms in the Faroe Islands,2017,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
10.1016/j.isci.2023.107991,https://openalex.org/W4386880072,10.1016/j.isci.2023.107991,TRUE,Identification and characterization of two salmon louse heme peroxidases and their potential as vaccine antigens,2023,TRUE,gold,cc-by,FALSE,FALSE,TRUE,NA,NA,matched
10.21203/rs.3.rs-2152211/v1,https://openalex.org/W4308108216,10.21203/rs.3.rs-2152211/v1,TRUE,"Identification and characterization of two salmon louse (Lepeophtheirus salmonis, Krøyer, 1838) heme peroxidases and their potential as vaccine antigens",2022,TRUE,green,cc-by,TRUE,TRUE,TRUE,https://content.openalex.org/works/W4308108216.pdf,https://content.openalex.org/works/W4308108216.grobid-xml,matched
10.1016/j.vas.2019.100081,https://openalex.org/W2976910260,10.1016/j.vas.2019.100081,TRUE,Thermal injuries in Atlantic salmon in a pilot laboratory trial,2019,TRUE,gold,cc-by-nc-nd,FALSE,FALSE,FALSE,NA,NA,matched
10.1111/raq.12440,https://openalex.org/W3027367373,10.1111/raq.12440,TRUE,Comparison of Norwegian health and welfare regulatory frameworks in salmon and chicken production,2020,TRUE,hybrid,cc-by-nc,TRUE,TRUE,TRUE,https://content.openalex.org/works/W3027367373.pdf,https://content.openalex.org/works/W3027367373.grobid-xml,matched
10.1080/13657305.2020.1810172,https://openalex.org/W3081256606,10.1080/13657305.2020.1810172,TRUE,Asymmetric price transmission in a changing food supply chain,2020,TRUE,bronze,NA,TRUE,FALSE,FALSE,https://content.openalex.org/works/W3081256606.pdf,NA,matched
10.1017/s030821130000270x,https://openalex.org/W2335299561,10.1017/s030821130000270x,TRUE,Genetic Improvement in Salmonids,1976,FALSE,closed,NA,FALSE,FALSE,FALSE,NA,NA,matched
